Episode Title,Season/Episode
Take the Lead,803
An Honest Mistake,516
"Hook, Line and Sinner",620
If/Then,813
Puzzle With a Piece Missing,1102
The Time Warp,615
Almost Grown,705
The Becoming,414
Wishin' and Hopin',314
"Dream a Little Dream of Me, Part 2",502
