Episode Title,Season/Episode
With a Little Help From My Friends,1804
My Shot,1608
A Diagnosis,1614
Owner of a Lonely Heart,211
Head Over High Heels,1522
You'll Never Walk Alone,1704
What I Did for Love,1523
I Walk the Line,1513
I'm Still Standing,1716
Here Comes the Sun,1801
