Episode Title,Season/Episode
Haunt You Every Day,405
"Old Scars, Future Hearts",1415
Shiny Happy People,622
Physical Attraction... Chemical Reaction,407
"Slow Night, So Long",709
Old Time Rock and Roll,1204
Time Has Come Today,301
Hope for the Hopeless,812
The Great Pretender,1112
Puttin' on the Ritz,1004
