Episode Title,Season/Episode
Hope for the Hopeless,812
Puttin' on the Ritz,1004
Thriller,1007
Whistlin' Past the Graveyard,1606
"Old Scars, Future Hearts",1415
Everyday Is a Holiday (With You),1808
Adrift and at Peace,710
We Didn't Start the Fire,1515
Holidaze,610
The Last Supper,1612
