Episode Title,Season/Episode
No Good at Saying Sorry (One More Chance),521
Trigger Happy,1220
Death and All His Friends,624
Sanctuary,623
"Come on Down to My Boat, Baby",1406
17 Seconds,225
Danger Zone,1405
These Arms of Mine,706
"Deny, Deny, Deny",204
Disarm,711
