Episode Title,Season/Episode
Whistlin' Past the Graveyard,1606
Thriller,1007
Invest in Love,608
Guess Who's Coming to Dinner,1205
Do You Believe in Magic,922
Old Time Rock and Roll,1204
The Last Supper,1612
Puttin' on the Ritz,1004
We Didn't Start the Fire,1515
Holidaze,610
