Episode Title,Season/Episode
Thriller,1007
The Last Supper,1612
Guess Who's Coming to Dinner,1205
Whistlin' Past the Graveyard,1606
Invest in Love,608
"Slow Night, So Long",709
Puttin' on the Ritz,1004
Hope for the Hopeless,812
Everyday Is a Holiday (With You),1808
Old Time Rock and Roll,1204
