Episode Title,Season/Episode
Invest in Love,608
Guess Who's Coming to Dinner,1205
Hope for the Hopeless,812
Thriller,1007
"Slow Night, So Long",709
The Last Supper,1612
We Didn't Start the Fire,1515
Whistlin' Past the Graveyard,1606
Everyday Is a Holiday (With You),1808
Something's Gotta Give,708
