Episode Title,Season/Episode
Love of My Life,1619
Owner of a Lonely Heart,211
Sign O' the Times,1712
Sympathy for the Parents,619
Fight For Your Mind,1422
Danger Zone,1405
With a Little Help From My Friends,1804
My Shot,1608
Back in the Saddle,1602
A Diagnosis,1614
