Episode Title,Season/Episode
All Eyez on Me,1213
Raindrops Keep Falling On My Head,201
None of Your Business,1312
You've Got to Hide Your Love Away,1014
Sledgehammer,1201
Go It Alone,1020
Something to Talk About,207
Let's All Go to the Bar,1609
Take It Back,1013
"It's Alright, Ma (I'm Only Bleeding)",1219
