Episode Title,Season/Episode
Poker Face,806
Piece of My Heart,413
This is How We Do It,717
"Freedom, Part 2",417
Do You Know?,1017
We Gotta Get Out of This Place,1016
Two Against One,1008
I Will Survive,721
Not Responsible,716
She's Gone,802
