Episode Title,Season/Episode
We Didn't Start the Fire,1515
Thriller,1007
Guess Who's Coming to Dinner,1205
Whistlin' Past the Graveyard,1606
Invest in Love,608
"Slow Night, So Long",709
Everyday Is a Holiday (With You),1808
Puttin' on the Ritz,1004
Hope for the Hopeless,812
"Help, I'm Alive",1510
