Episode Title,Season/Episode
Old Time Rock and Roll,1204
"Slow Night, So Long",709
Whistlin' Past the Graveyard,1606
Thriller,1007
We Didn't Start the Fire,1515
The Last Supper,1612
Puttin' on the Ritz,1004
Guess Who's Coming to Dinner,1205
Invest in Love,608
Everyday Is a Holiday (With You),1808
