Episode Title,Season/Episode
Odd Man Out,1214
Let the Truth Sting,403
Now or Never,524
A Change is Gonna Come,401
I Ain't No Miracle Worker,1303
Damage Case,224
"Could We Start Again, Please?",1107
When It Hurts So Bad,1216
What I Am,304
The Sound of Silence,1209
