Episode Title,Season/Episode
You Haven't Done Nothin',1309
Blood and Water,1516
"Freedom, Part 1",416
Roar,1306
We Are Never Ever Getting Back Together,1022
Sorry Seems to Be the Hardest Word,1009
Mama Tried,1222
P.Y.T. (Pretty Young Thing),714
We Gotta Get Out of This Place,1016
"Everything I Try to Do, Nothing Seems to Turn Out Right",1023
