Episode Title,Season/Episode
Guess Who's Coming to Dinner,1205
Puttin' on the Ritz,1004
The Last Supper,1612
"Slow Night, So Long",709
Thriller,1007
We Didn't Start the Fire,1515
Whistlin' Past the Graveyard,1606
Hope for the Hopeless,812
Everyday Is a Holiday (With You),1808
Do You Believe in Magic,922
