Episode Title,Season/Episode
Where Do We Go From Here,1109
Cold as Ice,1423
Where the Wild Things Are,412
Caught Somewhere in Time,1416
"Who Lives, Who Dies, Who Tells Your Story",1407
You Really Got a Hold on Me,1413
Suicide is Painless,618
The Distance,1114
Dark Was the Night,809
The Winner Takes It All,1511
