Episode Title,Season/Episode
Both Sides Now,1305
The Room Where It Happens,1308
Flowers Grow Out of My Grave,1506
Snowblind,1615
"Winning a Battle, Losing the War",103
Sympathy for the Devil,512
Tainted Obligation,604
I Choose You,1203
Walking on a Dream,912
I Was Made for Lovin' You,907
