Episode Title,Season/Episode
Do You Know?,1017
"Freedom, Part 2",417
Leave a Light On,1616
Not Responsible,716
Perfect Little Accident,616
Don't Deceive Me (Please Don't Go),713
"Be Still, My Soul",1318
Heart-Shaped Box,808
Puzzle With a Piece Missing,1102
Take the Lead,803
