Episode Title,Season/Episode
Sympathy for the Devil,512
Snowblind,1615
Tainted Obligation,604
I Wear the Face,1217
Flowers Grow Out of My Grave,1506
The Room Where It Happens,1308
Both Sides Now,1305
Make Me Lose Control,203
Push,617
Haunt You Every Day,405
