Episode Title,Season/Episode
Papa Don't Preach,1607
It Only Gets Much Worse,1313
Break Down the House,1401
Risk,1108
Civil War,1315
Map of You,1006
The Me Nobody Knows,1206
You've Got to Hide Your Love Away,1014
Sledgehammer,1201
I Feel the Earth Move,1115
