Episode Title,Season/Episode
Sometimes a Fantasy,303
My Favorite Mistake,319
Physical Attraction... Chemical Reaction,407
Moment of Truth,821
Forever Young,408
Great Expectations,313
Can't Fight Biology,704
Hard Bargain,915
The Lion Sleeps Tonight,818
Love Turns You Upside Down,908
