Episode Title,Season/Episode
Invest in Love,608
The Last Supper,1612
We Didn't Start the Fire,1515
Thriller,1007
Puttin' on the Ritz,1004
"Slow Night, So Long",709
Whistlin' Past the Graveyard,1606
Hope for the Hopeless,812
Everyday Is a Holiday (With You),1808
Old Time Rock and Roll,1204
