Episode Title,Season/Episode
Two Against One,1008
Judgment Day,1420
Wish You Were Here,511
I Choose You,1203
Poker Face,806
P.Y.T. (Pretty Young Thing),714
"Put Me In, Coach",807
Hold Back the River,1418
Ain't That a Kick in the Head,1404
Piece of My Heart,413
