Episode Title,Season/Episode
Roar,1306
We Are Never Ever Getting Back Together,1022
Losing My Mind,415
How Insensitive,621
You Be Illin',1018
Puzzle With a Piece Missing,1102
Man on the Moon,1011
What is It About Men,804
Go It Alone,1020
Sorry Seems to Be the Hardest Word,1009
