Episode Title,Season/Episode
You Be Illin',1018
"Freedom, Part 1",416
Sorry Seems to Be the Hardest Word,1009
Blood and Water,1516
Mama Tried,1222
Roar,1306
We Are Never Ever Getting Back Together,1022
She's Gone,802
It's a Long Way Back,719
P.Y.T. (Pretty Young Thing),714
