Episode Title,Season/Episode
Cold as Ice,1423
You Really Got a Hold on Me,1413
All I Could Do Was Cry,1111
Where the Wild Things Are,412
The Distance,1114
"Who Lives, Who Dies, Who Tells Your Story",1407
Leave It Inside,1322
Go Big or Go Home,1403
Caught Somewhere in Time,1416
Staring at the End,1113
